                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                 0.6745,                0.50047,                0.84353,                      1,                0.82268,                  0.995,                0.69277,                 1.1276,                 1.2652,                0.97453,              0.0014377,              0.0014377,              0.0014377
                    144,                0.58878,                0.47355,                0.82428,                      1,                0.82562,                  0.995,                0.66993,                 1.2119,                 1.1361,                 1.0003,              0.0014337,              0.0014337,              0.0014337
                    145,                0.56281,                0.47587,                0.81818,                      1,                0.82562,                  0.995,                0.66993,                 1.2119,                 1.1361,                 1.0003,              0.0014298,              0.0014298,              0.0014298
                    146,                0.69299,                0.56811,                0.87359,                      1,                0.82744,                  0.995,                 0.6854,                 1.2349,                 1.0715,                 1.0197,              0.0014258,              0.0014258,              0.0014258
                    147,                0.59174,                0.44216,                0.80561,                0.98638,                      1,                  0.995,                0.68396,                 1.1736,                0.95952,                 1.0072,              0.0014218,              0.0014218,              0.0014218
                    148,                0.56656,                0.47738,                0.79016,                0.98638,                      1,                  0.995,                0.68396,                 1.1736,                0.95952,                 1.0072,              0.0014179,              0.0014179,              0.0014179
                    149,                0.63028,                0.46755,                0.83299,                      1,                0.98329,                  0.995,                0.65309,                 1.2033,                0.94922,                      1,              0.0014139,              0.0014139,              0.0014139
                    150,                0.66157,                0.49818,                0.82309,                0.95596,                      1,                  0.995,                0.68036,                 1.2768,                0.99183,                 1.0149,                0.00141,                0.00141,                0.00141
                    151,                0.71868,                 0.5391,                 0.8701,                0.95596,                      1,                  0.995,                0.68036,                 1.2768,                0.99183,                 1.0149,               0.001406,               0.001406,               0.001406
                    152,                0.57938,                0.51488,                0.83174,                0.97043,                      1,                  0.995,                0.66469,                  1.286,                0.92133,                 1.0149,               0.001402,               0.001402,               0.001402
                    153,                0.54471,                0.48367,                0.83104,                0.98982,                      1,                  0.995,                0.69516,                 1.2078,                 0.7414,                 1.0099,              0.0013981,              0.0013981,              0.0013981
                    154,                0.59715,                 0.4577,                0.87018,                0.98982,                      1,                  0.995,                0.69516,                 1.2078,                 0.7414,                 1.0099,              0.0013941,              0.0013941,              0.0013941
